text,label
Iyawo tuntun yóò fó agbon lati sámísi wiwọle rẹ sinu ìdílé.,yoruba
Tolu so fun Titi pe ki o lo ewe dongoyaro lati fi toju ewo re.,yoruba
Awọn aja ma n gbo nigba ti wọn ba wo awọn oju ti ko mọ,yoruba
ọmọ a gba oruko gẹgẹ bi aṣa ìdílé,yoruba
Tani yoo tẹ̀lé mi lọ sí gbàgede ọjà láti lọ gbọ́ àlọ́?,yoruba
Tani wọ́n fẹ́ fí ìwé pè síbi ayẹyẹ ìgba wọlé àwọn afọbajẹ?,yoruba
Àgbo tí Bólú ki kò korò,yoruba
Àgbon á máa wón si.,yoruba
"Àwọn ohun èlò tí wọ́n máa ń gbé ni aṣọ, àti àwọn ohun àlùmọ́nì",yoruba
Ṣe Ìyá Kúnlé máa kóyàn mọ́ra?,yoruba
Wọn lo ewé garafuni kí ẹsẹ tó wu le dínkù,yoruba
Ọmọ ẹ̀gbọ́n mi jẹ́ ara àwọn ọ̀rẹ́ mi tí wọ́n jẹ́ ọ̀dọ́bìnrin òdòdó,yoruba
Ago mélòó ni wọ́n bẹ̀rẹ̀ ìtàn sísọ?,yoruba
Owó àtúnṣe náà jẹ́ ẹ̀jọ dín ní ẹ̀ẹ́dẹ́gbẹ́rún dọ́là,yoruba
Oyún ṣíṣẹ́ lọ́dọ̀ òpè lè fa ewu.,yoruba
Àgbon ní ẹ̀yìn tí ó le koko,yoruba
Ilé ìwé ti ra Pátákó ìkọ̀wé funfun títún.,yoruba
Lọ se rere,yoruba
Àwọn ọmọ ti dirun ọdún lánàá.,yoruba
Olùṣakoso bánkì n ṣakoso awọn iṣẹ ojoojumọ̀ àti idànìlòjú iṣẹ ṣiṣẹ̀ tó dára.,yoruba
Ọ̀pọ̀ ènìyàn ni dẹ́kun fífi iyọ̀ sí oúnjẹ lọ́jọ́ iwájú,yoruba
Cook this soup and keep it until I come,yoruba
Oludari fọtoyiya ni alabojuto gbigbe kamẹra.,yoruba
Ọ̀kẹ́rẹ́ gé ẹran náà légèé àrà.,yoruba
Afuro je eya irun kan,yoruba
Asenali ologun ko lagbara ati ofo ni awọn ọjọ wọnyi.,yoruba
Arábìnrin-ìyá Folúkẹ́ rìnrìn-àjò lọ Ìbàdàn lálẹ́ àná.,yoruba
Mi ò fẹ́ obìnrin tí mo ní ìbáṣepọ̀ pẹ̀lú.,yoruba
Títí ni orúkọ aṣèrànwọ́ àwọn èrò tó rànyínlọ́wọ́ lọ́jọ́ yẹn,yoruba
Wáyà iná pé oríṣiríṣìí,yoruba
Aṣàtunṣè ọkọ̀ òfurufú ti tún ọkọ̀ òfurufú náà ṣe.,yoruba
Awọn dókítà máa ṣe iṣẹ́ abẹ fún aláìsàn,yoruba
Akin máa ń tú kẹ̀kẹ́ ṣe.,yoruba
Atunyẹwo yoo wa lori awọn iṣẹlẹ aipẹ ni agbaye,yoruba
"Bẹẹni , alubosa ti nbọ ni ọla jẹ titobi nla.",yoruba
Mo ṣàdédé fò láti orí rólá kósità.,yoruba
Ṣé kí n bu omi sínú ife náà?,yoruba
Ṣé o ti tẹ̀bà tán?,yoruba
Ìyáà mi sọ pé Jésù jí òkú ọjọ́ mẹ́ta.,yoruba
Awọn igbesi aye ilu yoo ṣe afihan awọn ẹya ti o ni ipa nipasẹ awọn ilọsiwaju ni AI ati imọ-ẹrọ,yoruba
Adé ni Bímpé ń fẹ́,yoruba
Oúnjẹ tó rà jẹ́ ọ̀rìnlélọ́ọ̀ọ́dúnrún-dín-ẹ̀sán dọ́là.,yoruba
"""Wà á mú Bíbélì yìí!"" Ìyá rẹ̀ sọ fún un.",yoruba
Mo lọ sí ilé iṣẹ́ atẹ̀wẹ́tà ní Ìkọ̀tún,yoruba
Bola ń ní ìrírí ìwà ipá ìdìbò.,yoruba
Ìjọba máa yọ owó ìrànwọ́ orí epo bentiróòlù.,yoruba
Báyọ̀ fi ipá bá obìnrin náà lòpọ̀,yoruba
"Ní ọjọ́ iwájú, àwọn oníṣẹ́-ọnà lè gbìyànjú àwọn ọ̀nà tuntun láti ṣe iṣẹ́ ọwọ́ pẹ̀lú òdòdó.",yoruba
Ìjọba ti tún ibi ìṣeré àwọn ilé ìwé mẹ́wàá ṣe.,yoruba
Awon malu mi tobi ni iseda,yoruba
Kìnìún yóò dára fún iṣẹ ọdẹ ṣiṣe.,yoruba
Ìyá rẹ̀ ń gbèrò láti wà lórí TikTok láìpẹ́,yoruba
Tòmáátì máa dẹ́kun bí ọbẹ̀ ṣe ní ata sí.,yoruba
Olori ilé ìwé obìnrin tàbí ọkùnrin ni ó wà ní ìṣàkóso gbogbo ǹkan nílé ìwé náà.,yoruba
Ilé ìdájọ́ wá ní ìpeleìpele ni ilẹ̀ Nàìjíríà,yoruba
Bọ̀dé máa ń yáwòrán àwọn fíìmù ajẹmọ́tàn.,yoruba
O gbúdọ̀ kọ́ iṣẹ́ aránsọ!,yoruba
Èmi yóò ra mótò àti ilé láì pẹ́.,yoruba
Bàbá lọ gbé àwọn ọmọ láti pápá ọkọ̀ Òfurufú,yoruba
Mi ó dárápò mò fãsibúk nijètá,yoruba
Ilé afọ̀jú ma ń pèsè ètò ẹ̀kọ́ fún àwon ènìyàn tó fọ́jú,yoruba
Deborah jẹ́ orúkọ obìnrin alanu kan nínú bíbélì.,yoruba
Mo fẹ́ máa kó Ilá mi lọ sí ìlú Amẹ́ríkà.,yoruba
Ọnà to dá ló pojú agbègbè nínú ilú.,yoruba
Olú àti Bọ̀dé yóò lọ ilé-ìwé lọ́jọ́ ajé.,yoruba
Àwọn Ọlọ́pàá gba Okòólélẹ́ẹ̀ẹ́dégbèje-le-mẹ́rin náírà lọ́wọ́ ọ̀daràn,yoruba
Sẹ́ríkí ti kúrò ní ọ́fìsì.,yoruba
Mo gbégidí ìbáraẹnisọọ̀rọ̀ láàrín àwọn ọ̀tá a fojú mo mi méjèèjì.,yoruba
Ṣé Kúnlé ń ṣe fàájì ní ilé ọtí?,yoruba
"Ọ̀pọ̀ èròjà ló má ń bá núdúùsù wá bíi òróró, ata àti ìsebẹ̀.",yoruba
Gbogbo erò tó wà níbẹ̀ tí ń kọjá.,yoruba
Ki ọba! Bashorun pàṣẹ.,yoruba
Yóò nílò láti ra epo sí inú ọ̀kadà kí ó tó gbé e jáde,yoruba
O ṣe pataki ki awọn ololufẹ tuntun sọrọ nipa genotype wọn ni kutukutu,yoruba
Olùkọ́ ń kọ́ ẹ̀kọ́ àwọn akẹ́kọ̀ọ́ ní ilé ìwé.,yoruba
Màálù ní àpò inú mẹ́rin fún oúnjẹ.,yoruba
Ilé àwọn ọmọ tí ìyá wọn ti kú nìkan kò wọ́pọ̀.,yoruba
Jídé sọ wípé ò ń máa ń ní ìṣòro nípa títa àwọn àwòrán rẹ tẹ́lẹ̀,yoruba
Odẹ àwọn ẹran ìgbẹ́ ni awọn okùnrin máa n se lati fi bọ́ ìyàwó àti ọmọ ní àtijọ́,yoruba
"Ìyá mi wí pé ""Ya àwòrán ibí ìtura ìsẹ̀nbáyé náà""",yoruba
Isanaje jẹ́ irúfẹ́ ata tí wọ́n ń lò nínú oúnjẹ Nàìjíríà.,yoruba
Èdè Faransé àti ti Gẹ̀ẹ́sì ló gbìnlè jù ní Kamẹrúùnù.,yoruba
Òṣèré mẹ́wàá ló kópa nínú eré mi,yoruba
Àwọn orin náà kò le sá,yoruba
Oba náà ni ìyàwó arẹwà méjì.,yoruba
yóò kú lẹ́yìn tí ó ti jẹ májèlé,yoruba
Mi ò ní wá sí ilé-ìwòsàn mọ́.,yoruba
Se ìkolà ma n sàkóbá fun ìlera àwon ènìyàn,yoruba
Àwọn ìṣòro náà ṣòro jù láti yanjú.,yoruba
"Ní ti ìbílẹ̀, àwọn Yorùbá máa ń kí àwọn ọba wọn ní 'Kábíyèsí o'.",yoruba
Olùkọ mi sọ wípé àwọn àgbẹ̀ ní apá ìwọ̀òrùn afríkà kò le ṣe láì gbin úgú,yoruba
Yó yá mi ní báàgì rẹ,yoruba
Níbò ni o lú ètí rẹ?,yoruba
Bọlá tí ń lọ fún àyẹ̀wọ̀ olóyún,yoruba
Mo máa lọ sí ọ́fíìsì prófòstì lọ́la,yoruba
Ọ́fíìsì àwọn olùtọ́ni àti agbani-nímọ̀ràn wà ní ẹ̀gbẹ́ ọ́fíìsì Alákóso náà.,yoruba
Wheel Barrow ni wọ́n fi ti ọjà bọlá,yoruba
A ń lo 2go tẹ́lẹ̀.,yoruba
A lọ roko ní ilé àwọn Kíkẹ́ lánàá,yoruba
A kì í sọ ọ̀rọ̀ òdì nínú ilé Olúwa,yoruba
Lọ fún mi ní ẹgbẹ̀rún márùn-ún nínú owó ọwọ́ọ̀ rẹ.,yoruba
Ọmọdékùnrin tí ó gbìyànjú láti pa ara rẹ̀ ní ọ̀sẹ̀ tí ó kọjá n wón gbé lọ sí arò,yoruba
Naijiria yìí gb'ominira tòótọ,yoruba
Àwọn àgbẹ gbin àwọn irúgbìn gbòngbò ni lílo òpòlopo awọn ọna ogbin,yoruba
NNDP ní ẹgbẹ́ òṣèlú àkọ́kọ́ ní orílẹ̀-èdè Nàìjíríyà,yoruba
Iduroṣinṣin ni ṣiṣe ohun ti o tọ.,yoruba
Fe iyawo kan ṣoṣo.,yoruba
Aja atí ologbo ki ń ri oju sọju.,yoruba
Ṣé olórí ẹ̀ka-ẹ̀kọ́ wà níbí?,yoruba
Ó fẹ́ láti kẹ́kọ̀ọ́ nípa ìwà àwọn obìnrin.,yoruba
Kí ni o fé̩ kí n bá o̩ rà bò̩ láti o̩jà?,yoruba
A lè lo ifala fún oríṣiríṣi nńkan.,yoruba
"Bẹ́ẹ̀ni,mo fẹ́ràn èso jíjẹ",yoruba
Dábírà máa di ọ́lú bakì ní ọjọ́ Àìkú.,yoruba
Wón ní ọ̀rẹ́ rẹ ló pá.,yoruba
Mohbad kú nígbà wo?,yoruba
Ǹjẹ́ o wọ ọkọ̀ ojú-omi kékeré rí?,yoruba
O gbọ́dọ̀ bímọ ni ọdún tó ń bọ̀!,yoruba
Àwọn ènìyàn tuntun máa ń darapọ̀ mọ́ crypto lójoojúmó.,yoruba
Ìdílé Glory gan-an ni ó yẹ kí wọn máa pè ní Ìdílé ìfẹ́.,yoruba
Síbi ọmọdé yàtọ̀ sí ti àgbàlagbà,yoruba
A lè fi igi kọ́lé.,yoruba
Èsisi jẹ kòkòrò awọ orí.,yoruba
Inú ará ìlú máa dùn nígbà tí wón bá parí ọjà tí wón fẹ́ kọ́.,yoruba
Taló ń jẹ gbúre?,yoruba
Kò sí ojútùú sí ìjà ààlà ilẹ̀ tó ń lọ́wọ́,yoruba
Ounjẹ aládùn nóódùsì mẹ́fà máa tó,yoruba
Ọ̀nà ìsọdá-sí-ayé-kejì ni ikú jẹ́ nínú àṣà àwọn Yorùbá.,yoruba
Ṣé ó ti lọ sí igbó lọ gé igi?,yoruba
Sé o gbọ́ ìtànkálẹ̀ ìròhìn náà.,yoruba
Êàê ó íàñ íåò íè÷åì íå íà÷èíàò.,yoruba
Mo tẹle ọpọlọpọ gbajumọ lórí ìtàkùn ìbánidọ̀rẹ̀ Instagram.,yoruba
Mu adalu Ekere bayi!,yoruba
Radiátọ̀ ló máa ń mú ẹ́njìnì mọ́tò tutù,yoruba
Ṣé o lọ sí ibi ayẹyẹ ìsìnkú ìyá àgbà náà?,yoruba
Obìnrin náà yóò rin ìrìn-àjò pẹ̀lu bààlù lọ sí Ìlu èkó,yoruba
Iṣẹ́ atúwèédàkọ ni mo yàn láàyò,yoruba
Ṣeto awọn ere idaraya laarin ile ati fun awọn ọmọ ile-iwe,yoruba
Zamfara ni wọ́n ti ṣe ikú pa agùnbánirọ̀.,yoruba
Ìyá ọkọ rẹ̀ wá láti tọ́jú ọmọ rẹ,yoruba
Olú korira lílo ilé-ìfowópamọ́sí náà?,yoruba
Tani yóò darí ọjọ́ ìbẹ̀wò àwọn òbí tí ń bọ̀?,yoruba
Odidi wákàtí mé̩rin gbáko! Báwo ni bábà re̩ s̩e pé̩ lórí irún re̩ to ìye̩n lánàá?,yoruba
Mo fẹ́ràn kí n má a mu ọsàn,yoruba
Bọlá so pé aago mẹ́wàá àárọ̀ ni ọkọ̀ òfurufú àwọn gbéra ni Pápákọ̀ Òfurufú ìlú Èkó,yoruba
Arábìnrin Alabi wà ní yàrá ìyàsọ́tọ̀ kan,yoruba
Olutọju ile-iṣẹ jẹ awọn ti n ṣiṣẹ ni yàrá-yàrá,yoruba
Gbenga ni ibà màléríà nijèrín,yoruba
Gbigbin agbádọ̀ wọpọ̀ ni ilẹ̀ Hausa.,yoruba
Gbogbo Ilé ẹ̀kọ́ gíga ni ó ní ibùgbé fún àwọn olùkọ́,yoruba
Ṣé ìpàdé àwọn oníjó máa wà ní ọjọ́ ẹtì?,yoruba
Mo ti ju javeline yẹn.,yoruba
O dàbí è pé Ayọ̀ máa ṣe òògùn owó.,yoruba
Ọṣẹ̀ tí ó lọ ni ẹ̀gbọ́n mi ṣe ìgbéyàwó,yoruba
Ero amóhunmáwòrán ti o wà nínú yàrá tí bàjẹ́.,yoruba
Ẹni tó ń fa sìgá yóò padà ní jẹjẹrẹ ọ̀fun,yoruba
"Bẹ́ẹ̀ni, a yóò gba pátákó funfun pẹ̀lú.",yoruba
Ìgbà wo ní e ó sí ilé ìtajà náà,yoruba
Whatsapp náà máa tó ni èrò ju Facebook lọ.,yoruba
"Rárá, ń ó kin ṣé awakọ̀ ojú Òfurufú",yoruba
Níbo ni ọkọ̀ ojú omi náà yóò ti dúró?,yoruba
Adájọ́ Mágístíréètì ni bàbá à mi.,yoruba
Ẹdọfóró ti n ṣiṣẹ dárádárá jẹ̀ pátákì fún mímí.,yoruba
Isreal wà lára àwọn aṣojú tí wọ́n yàn lánàá.,yoruba
"Ọmọ aráyé ńpàtẹ́wọ́ fún yànmùyánmú, inú ẹ̀ ńdùn; kò mọ̀ pé òun ńfi ikú ṣeré ni",yoruba
Kíni o fẹ́ mu,yoruba
Mò ń lọ Ọ̀tà lóṣù tó ń bọ̀,yoruba
Àwọn ìran tí ń bọ̀ lè máa ba àwọn iṣé ọnà.,yoruba
Igi ọ̀gẹ̀dẹ̀ ni wón fi ń wo ọ̀gbìn kòkó.,yoruba
Wọ́n máa ń lo àtùpà láyé àtijó.,yoruba
ise akanse mi da le Lori iyewu hoteeli,yoruba
Ẹ̀fọn máa ń fa àìsàn ibà.,yoruba
Ṣe o n bọ fun idije bọọlu afẹsẹgba?,yoruba
Emi yoo ri matron ni ọjọ keji ọla,yoruba
Títí jẹ́ ọ̀kan lára àwọn akọrin ilé ìjọsìn,yoruba
"Ní àwọn ọ̀sẹ̀ tó ń bọ̀, ènìyàn gbèrò láti dẹ́rù ba àwọn ẹlòmíràn láti gba ọ̀nà wọn.",yoruba
Adé je púpọ̀ lára àsáró ọlọ́gẹ̀dẹ̀ náà,yoruba
Àbíbá máa fi èdè Ọ̀yọ́ bú ẹ.,yoruba
Ẹ kú ewu ọmọ la ń kí ẹni bá ṣẹ̀ṣẹ̀ bímọ,yoruba
"Wọn lo kóngà nínú orin ""ràn wá lọ́wọ́ baba"" tí Ebenezer Obey ko.",yoruba
Olùkọ́ ya òdòdó sórí pátákó.,yoruba
Ọbẹ̀ ilá ni a fi jẹ ẹ̀bà,yoruba
"Rárá, mi ò lọ sí ọditóríùm lánàá",yoruba
Ile-iṣẹ naa san owo pupọ fun Linda ni awọn bíbẹ̀jẹ̀ ni ọdun tó kọja.,yoruba
Adé ló mú Remote Tẹlifísàn,yoruba
Pírátíkà ń lọ lọ́wọ́ ní yàrá ìmọ̀ kẹ̀mísírì,yoruba
Orí ni à ń dé adé sí.,yoruba
Cafes idojukọ lori kofi ati oúnjẹ tí ọ fẹlẹ.,yoruba
ó rán àwọn àbúrò rẹ̀ ní ẹgbẹ̀rún lé àrún lé ní- àádọ́rùn lé igba dọ́là,yoruba
"Bẹ́ẹ̀ ni, Bọ̀dé wà ní ìyàrá-ìkàwé láàárọ̀ yìí.",yoruba
"rárá, olórí ilé ìwé gíga pólì kò ní sí nílé ní ọ̀la",yoruba
Ìfẹ̀sùnkàn yẹn ló ń dá wàhálà sílẹ̀.,yoruba
Ǹjẹ́ o tílẹ̀ tí rìn ìrin àjò lọ sí orílẹ̀-èdè mìíràn ríi?,yoruba
Àwọn ìjọba máa kọ́ Gbọ̀ngán ìgbafẹ́ lọ́jọ́ iwájú,yoruba
Mi ò ra fun àsìkò ìwé kíkà.,yoruba
Wọ́n kọ́ ilé-ìtajà ìgbàlódé sí Abidjan.,yoruba
Ìfẹ́ orí ẹ̀rọ ayélujára le mú kí àwọn ènìyàn jọ́ sí ọwọ́ àwọn gbájúẹ̀,yoruba
Moti n lo aigaita yìí ọtí pẹ,yoruba
Dokita fun mi ni clarityn.,yoruba
Ìṣọ̀rọ̀ to là géèrè ni o jẹ itẹwọgbà ní ètò igbani-sí-iṣẹ.,yoruba
Ọlá kìí ṣe ọ̀daràn àyàfi ìgbà tí ilé ẹjọ́ bá dáa lẹ́bi.,yoruba
Awọn ounjẹ ipanu bii kulikuli ati akara ni a ṣe ni Níajírìà,yoruba
Ṣe o jẹ ọdọmọde?,yoruba
Sitabilísà inú ilé ti bàjẹ́,yoruba
"Àwọn ẹyà Yorùbá máa ń kí ọba wọn ní ""kabiesi o""",yoruba
"Rárá, obìnrin onírẹ̀lẹ̀ náà ò ní wá lọ̀sán",yoruba
Aláṣẹ ilẹ̀ England ni ayaba Èlísábẹ́ẹ́tì ìkejì,yoruba
Ànọ́ sọ àwọn ìtàn ní àpéjọ ìdílé,yoruba
Ṣé kí a wo fíìmù bèbí?,yoruba
Awọn kìdìnrin ṣẹ̀ ìpà pátàkì nínu sísẹ̀ ègbìn láti inú ẹ̀jẹ̀,yoruba
Olùjẹ́jọ́ náà kò wá.,yoruba
Jẹun ní ilé oúnjẹ ilé ìtura,yoruba
Àwọn apẹja má ń lo ọkọ̀ ojú omi láti fi pa ẹja láàrin omi,yoruba
Ìyàtọ̀ láàárín alùpùpù àti kèké ni lílo àlùmọ́ni epo.,yoruba
Iya àgbà mi ni iya ńlá ti idile.,yoruba
Báyọ̀ ma se Màkàrónì lálẹ́,yoruba
Ọlọ́hun a fún e ní Àlàáfíà,yoruba
"Afolábí ní ipa lórí àkọlé""Ààrẹ"".",yoruba
Irú kòkòrò wo ló ta Báyò lánàá?,yoruba
Ọmọ yìí máa di adigunjalè tí àwọn ọ̀bí ò bá sọ́ra.,yoruba
Níbo ni ibi tí adágún odò náà wà?,yoruba
Olùkọ wọn a lù wọn ti wọn ba pẹ dé.,yoruba
Dídẹ́rùba àwọn ènìyàn o gbọ́dọ̀ sì ní àwùjọ wa,yoruba
Íńdómì irú èwo ni kí á rà lọ́la?,yoruba
Ìwà panṣágà máa ń da ilé rú,yoruba
igi ni a máà ń gbé,yoruba
"Ògùn tí wón fi ń tún ojú ọgbẹ́, wọn máa ń lo fún ìlera imú ọmọ ìkókó",yoruba
Ìwà rere ní ẹ̀ṣọ́ ènìyàn,yoruba
Stop singing those chants,yoruba
Ọmọbìnrin náà tó wà ní yàrá ìyàsọ́tọ̀ n sọkún gidigidi,yoruba
Ilé ìtajà leè ní ìtàkùn ayélujára ki oníbàárà le ra oja làti ònà jíjìn,yoruba
Mo ma ra pọ́púkọnù.,yoruba
2. Kọ́lá tí ṣíṣe rí ní ilé ìwòsàn ìjọba.,yoruba
Ṣiṣe awọn ilana lati mu ilọsiwaju mimọ ni awọn agbegbe igbesi aye ita,yoruba
Okùnọlà ni a fi n wọn aṣọ,yoruba
Ta ni ó máa pe bàbá mi fún mi?,yoruba
Obìnrin ígbò ló ṣe ọbẹ̀ isi ewu,yoruba
Ìgbé ayé òpópónà ń gbé ìmọ̀lára àwùjọ lárugẹ.,yoruba
"Bẹ́ẹ̀ni, mo lọ sí ìpàdé àwọn ẹgbẹ́ lánàá",yoruba
Akọla ọkunrin yẹ ki o waye loni nitori pe o jẹ akoko ti o dara julọ,yoruba
"Ní ọjọ́ iwájú, Ìpínlẹ̀ Ọ̀sun yóò jẹ́ ibi ètò ọrọ̀ ajé àti àṣà.",yoruba
Ṣé o jẹ àrà àwọn tí o gbà bóòlù àfẹsẹ̀gbá?,yoruba
Àwọn olùkọ́ ṣètò ọjà sáyẹ́ǹsì ní ọ̀sẹ̀ tó kọjá,yoruba
Èdè Faranṣé wa si orílẹ̀dè Congo nípasẹ̀ ìsèjoba àwon òyìnbó,yoruba
"Nínú ìtàn, ọ̀pọ̀lọpọ̀ orílẹ̀-èdè ti rí oríṣi ìṣèjọba ọba aládé gẹgẹ bíi ìṣèjọba àkọ́kọ́",yoruba
Àwàdà máa ń jẹ́ àsọdùn ọ̀rọ̀.,yoruba
níbo ni o ti ra òrùka etí rẹ,yoruba
Pinterest maa jẹ kí a ronú jilẹ̀,yoruba
Fún mi ní tòmátì ọlọ́ràá kan!,yoruba
Ẹ̀gbọ́n mi obìnrin fẹ́ràn Golden penny sìpàgẹ́tì.,yoruba
Ọsẹ ni wọn fi ń fọ ìdọ̀tí,yoruba
Ìgbà wọ ni wà á lọ aṣọ wa?,yoruba
Dúdú ni àwọ̀ táyà.,yoruba
Inú port ni wọ́n máà ń gbé ọkọ̀ ojú omi sí nígbà tí kò bá sí ní orí omi.,yoruba
Mo rí ẹyẹ idì ti o n gbe ìyá adìyẹ mi,yoruba
Àwọn ọmọ yóò lọ sí pápá ìṣeré ní ọ̀la,yoruba
Ọ̀pọ̀ ló gbàgbọ́ wípé àwọn ẹlẹ́sìn àbáláyé máa ń pa ẹ̀yàn.,yoruba
Ọmọ tuntun náà nílò ìkọlà,yoruba
Mo má bọ́lẹ̀ ní ọjà Ijoko láti ra tòmátò àti ata,yoruba
Gé igi ìbẹ́pẹ yẹn!,yoruba
"Bí gómìnà ṣe ń ṣiṣẹ́, Ìbàdàn yóò tó di ìlú òyìnbó kékeré",yoruba
Iyàrá àwọn èèyàn pàtàkì ní mo fẹ́!,yoruba
Omi òkun máa ń ní iyọ̀,yoruba
Báwo ni Funke ṣe borí ìjàkadì rẹ̀ pẹ̀lú ìmutípara?,yoruba
Fún un ní àádọ́ta náírà,yoruba
Ẹ̀rù ba àwọn olè náà nígbà tí wọ́n rí àwọn ènìyàn nínú aṣọ ọlọ́pàá.,yoruba
Tunde ta ayo ọlọ́pọ́n pẹ̀lú ọ̀rẹ́ rẹ̀ lábẹ́ igi níbi ìpéjọ abúlé.,yoruba
Àkànní yóò kó àwọn ohun ìṣeré wá sílé.,yoruba
Iṣẹ́ atúnwèétẹ̀ ni Ọlá ń ṣe,yoruba
A ṣiṣẹ dáradára nínú ìwòyè.,yoruba
Kòsí ilé-ẹ̀kọ́ Sẹkọndiri ni ayé àtijó,yoruba
O ti pinnu láti dúró sí ibi ìdúró títí ọkọ rẹ̀ yóò fi dẹ́,yoruba
Olùkọ́ àgbà pe gbogbo wa láti gbà wá ní ìyànjú.,yoruba
Ṣé wà á lọ sí orí pápá láti gbaradì fún ìdíje eré sísá?,yoruba
Tí kò bá sí irú nínú oúnjẹ mi ò ní le jé.,yoruba
"agbara ijoba aláìlómìnira ti bu if'oju ku, ti o fi n fi iya je ara ilu",yoruba
Ìyá fún ní omi òrom̀bó láti dá èébì rẹ̀ dúró.,yoruba
Àwọn Mùsùlùmí máà ń gbàdúrà nínú Mọ́ṣáláṣí.,yoruba
Ewe minti ní a fín tojú aleji igbà,yoruba
Ọ̀pọ̀lọpọ̀ àwọn mọ́sálásí ló máa n sáábà kún pẹ̀lú àwọn èrò ní àwọn ọjọ́ ẹtì,yoruba
Báwo ni oko yìí ti ṣe tóbi tó?,yoruba
Emi yóò ra kuli kuli alata tí n ba pada bọ lati Kaduna,yoruba
Ọkọ̀ Òfurufú yóò gbera ní ọ̀la,yoruba
Bólú ni yóò pàdé wa ní Màgódò.,yoruba
Mo ti da Ẹ̀fọ́ sínú omi gbígbóná.,yoruba
Ṣé o ní ìtàkurọ̀sọ pẹ̀lu Bọ́lá lánàá?,yoruba
Bàbá mi sọ fún mi pé ọjà Balógun jẹ́ ọ̀kan nínú àwọn ọjà tó tóbi jù ní ìwọ-òòrùn Áfíríkà.,yoruba
Ìlòkulò ògùn kò dára,yoruba
Mo ńwa ṣọ́fẹlì tí ó fi pamọ́ sódó mi ni ọsẹ to kọja,yoruba
Àwọn atukọ̀ náà máa ń tọ́jú ọkọ̀ ojú omi náà láìfọ̀rọ̀ sábẹ́ ahọ́n sọ .,yoruba
Fúnkẹ́ wọ bàtà alábàtà.,yoruba
Orin orin orin orin,yoruba
Ìmó̩tótó ló lè s̩égun àrùn gbogbo.,yoruba
"Rárá, inú àwọn ọmọ náà kò dùn láti wà ní Cairo",yoruba
Tayo fí àwọn ìka rẹ̀ pa ọmọbìnrin náà lára.,yoruba
"Rárá, mi ò féràn asaro",yoruba
"Bí ẹyẹ oko ò mọ bíntín lọ, eré e kó kọ́lé ló máa máa bá kiri.",yoruba
Mo fún Ọ̀bọ́ ní ọ̀gẹ̀dẹ̀ ni ọjọ́ tí a ni,yoruba
Dòkitá Kolawole ló wá lènú iṣè ni Ilé Iwósán Lágúùn lòlá,yoruba
Màá kọ́ nípa orúkọ àwọn akópa nínú ìtàn náà,yoruba
Mo mú parasitamọ́ọ̀lì tí o fi sí ibí yìí ní àná,yoruba
Ẹ̀kọ́ ìmò ìjìnlẹ̀ yóò wúlò fún gbígbé pẹ́ láyé.,yoruba
Fọlá kọṣẹ́ sójú bọ́ọ́dù láàárọ̀ yìí.,yoruba
Ìsẹbè ti wa ni lilo fun sise awopọ.,yoruba
Ṣé ó ń ṣe àgbèrè?,yoruba
Kìnnìún ọba Ijù.,yoruba
Àgàsọ̀ jẹ irinsẹ́ pàtàkì fún àwọn oníná,yoruba
Èdè orilẹ-èdè Pọtuga jáde látara Látìnì.,yoruba
Ọjọ́ wo ni àyájọ́ ọjọ́ àwọn olùkọ́?,yoruba
"Awọn ipo wọn pẹlu awọn alabojuto, awọn oṣiṣẹ gbode, ati oṣiṣẹ iṣakoso",yoruba
Àwọn ará ìlú u wa fẹ́ràn láti máa da ìdọ̀tí sí ojú àgbàrá,yoruba
Àwọn Èkìtì fẹ́ràn iyán,yoruba
Bàtà gogoro ló rọ́ Tọ́lá ní eṣẹ́.,yoruba
Njé ìwo ní o kó aṣọ ilé-èkó rẹ sí ibí?,yoruba
Yunifásitì Ìbàdàn ni mo lọ,yoruba
Yóò sọ ẹ̀jẹ̀ nù?,yoruba
"Bẹ́ẹ̀ni, mo ti san owó orí rẹ",yoruba
Àwọn ilé olóorogún yóò dínkù lọ́jọ wájú,yoruba
Bọ́lájí yóò ṣe iṣẹ́ náà takuntakun,yoruba
Ó ti tó ọdún mẹ́ta tí mo ti wà ní ìlú yìí.,yoruba
Oba náà yio bá ará ìlú sòrò ni gbàgede ìlú,yoruba
Àwọn màgẹ̀sín náà jọ máa ń wà ní ẹgbẹ́ ọjọ́-orí kan náà nínú àwùjọ.,yoruba
Bayo ti parọ́.,yoruba
Chinchin' ni ìpanu míràn tí ó gbajúgbajà,yoruba
Mú un lọ sí ilé ìwòsàn! Olùkọ́ náà wí.,yoruba
Gbénga yẹn ló ń sọ Faransé,yoruba
2Àgọ tìkẹ̀tí máa ń wà ní ibi ìgbé ọkọ̀ sí.,yoruba
Òkè Ìbàdàn fojú rí ọ̀pọ̀ ènìyàn ní orí láti ṣàjọyọ̀ ayẹyẹ,yoruba
Wọ́n fi àwọn táyà tuntun rọ́pò àwọn táyà tí wọ́n ti gbó fún ìdàgbàsókè,yoruba
Adé gbé àwòrán Ara rẹ̀ sí orí Fesibuúkù,yoruba
Wọn lo yàrá eré náà fún ẹ̀kọ́ àti àlàyé.,yoruba
