text,label,char_count,word_count
Onídìrí lẹni tó ń dirun.,yoruba,24,5
Òun ni akọ̀wé ilé isé na,yoruba,24,6
Ọ sịrị na Chukwuemeka tụnyere nwaanyị ime,igbo,41,7
Sun cire nera dubu ɗaya a asusun banki na.,hausa,42,9
Gara kwari ne na zamantakewa waɗanda ke son gina gidaje.,hausa,56,10
Yóò ra òjòlá ní ọ̀la,yoruba,20,5
Judge Orders Lease Decision Deadline AUDIO A judge has ruled that the U-S Interior Department must abide by a deadline in the Mineral Leasing Act to either issue or deny oil and gas leases within 60 days of selling them at auction.,English,233,42
Fitami A máa n mú ojú gun rege.,yoruba,31,8
A na-ere mkpụrụ osisi na akwụkwọ nri otu ebe na ahịa Niu maketi,igbo,63,13
Ina amfani da gawayi ne wajen girki.,hausa,36,7
How can they ensure the products used won't put your home or your family in danger?,English,83,16
Oyún ṣíṣẹ́ le yọrí sí ikú.,yoruba,26,6
Mmírí niile zoro ụbọchị Ésta gwuru na ahụ m,igbo,43,9
"Ọ̀pọ̀ ọdún sẹ́yìn, amọ̀ ni a fí n kólé.",yoruba,39,9
"Several animal studies have found that reducing caloric intake by one-third to one-half for the animals' lifetime prevents various types of cancer, but the implications of short-term caloric restriction are largely unknown.",English,223,32
Below is a sample for a school donation letter.,English,47,9
The history of Ho-Oh and Lugia are similar.,English,43,8
"Bẹ́ẹ̀ni, mo bá olùdarí ìṣàkóso náà ní ọ́fìsì rẹ̀",yoruba,48,9
Ndị nche sị na geti paasị agwụla.,igbo,33,7
Winscrin moto ya kụwara akụwa,igbo,29,5
Cutar daji tana da matsaloli da yawa.,hausa,37,7
Ewúro kún fún ọ̀pọ̀lọpọ̀ fataímìn C.,yoruba,36,6
Enwere akwa ndina zuru oke maka ụmụ akwụkwọ n'ime ụlọ ọbịbị umụ akwukwo ahụ?,igbo,76,14
Ìgbà wo ni ó máa dé ilé ìwé,yoruba,27,8
Iyaye mata ba sa ɗaura aure.,hausa,28,6
Kedu mgbe m ga-amalite ịgba ọgwụ?,igbo,33,6
"Sometimes when children have speech delay, they may exhibit some autistic tendencies.",English,85,12
Ilé iṣẹ́ ọkọ̀ òfurufú máa ń ní gbàngán ìdarí,yoruba,44,9
Oúnjẹ máa dasi orí àga inú ọkọ̀ mi,yoruba,34,8
"The plants are grown close together so that they will have few leaves, and they are harvested before they mature.",English,113,20
Ibrahim ya fesa kudi a lokacin bikin dodo.,hausa,42,8
Sultan ra ọ̀kadà dúdú.,yoruba,22,4
Iduroṣinṣin ni ṣiṣe ohun ti o tọ.,yoruba,33,7
Do you know what strain number it is?,English,37,8
Àwọn òbí ọkọ mi ni mo se oúnjẹ fún.,yoruba,40,9
Ị tara azụ ụnyaahụ?,igbo,19,4
Only 10 of those struggling with hunger are homeless.,English,54,9
"The more hosts on the network, the higher the probability of topology changes.",English,78,13
"Gregor Maler, an Anabaptist preacher of Chur, Switzerland, stopped for a time in Augsburg, Germany, to baptize several persons who wished to join the brotherhood.",English,162,25
Bello da abokan shi sun shiga daji farautar kura,hausa,48,9
Anyị na eme emume ncheta ọmụmụ n'ụlọ ndị nkwarụ na ụbọchị ụka,igbo,61,12
Wọn máa ń lo moriwo fún ọdún eégún tẹ́lẹ̀tẹ́lẹ̀,yoruba,47,9
"Urban Ecology A Natural Way to Transform Kids, Parks, Cities, and the World, available in book form later this year, can be downloaded here from Amazon.",English,153,26
Expressed as a percent of full-scale reading per degree centigrade.,English,67,10
"Tafiya sannu sannu, kwana nesa.",hausa,31,5
Ìtẹ̀síwájú nínú ìmọ̀ ẹ̀rọ máa ran ṣíṣe ohun èlò ìkọ́lé lọ́wọ́,yoruba,74,11
Masu samarwa sun nemi kyamarar ta koma baya don samun cikakken harbi,hausa,68,12
"Mr. Penna has made it his goal to further the development and implementation of that system while also addressing some of the concerns held by parents, teachers, and students.",English,175,29
Mijin Ladi ne.,hausa,14,3
"Ní oṣù díè sẹ́yìn, ẹgbẹ́ òṣèlú APC ṣe àjọyọ̀ ìṣẹ́gun, nítorí pé wọ́n jáwé olúborí ní ìdìbò Ààrẹ orílè-èdè",yoruba,105,19
Epo ti tán nínú ẹ̀rọ amúnáwá.,yoruba,29,6
Ọhịa ebe anyị chọrọ ịkọ ọrụ gbara ọkụ ụnyaahụ.,igbo,46,9
Akin yóò lọ wo etí rẹ̀ nínú dígí.,yoruba,33,8
Trọmpet na baz bụ ngwa egwu mba ofesi.,igbo,38,8
"Bẹ́ẹ̀ni, mo gbọ́ pe ìtàn náà dùn.",yoruba,33,7
"Rárá, ó kórira ìyàwó rẹ̀.",yoruba,25,5
"Immobilization of proteolytic enzymes e.g., trypsin, pepsin, and chymotrypsin on solid support structures packed in capillary channels has gained considerable interest owing to its many benefits over soluble enzyme reactions 1, 2.",English,234,32
Ada ji bọketị penta mata osikapa,igbo,32,6
Gwanda nau'in kayan marmari ce mai laushi kuma yawan ƙwallaye,hausa,61,10
"The Mayor and Council needs to establish minimum standards for agendas and minutes for all boards and commissions, such as posting date, time, and place of the meeting a list of voting members and city staff representatives topics or issues listed in the order of discussion and general information about public participation e.g., ways to comment at the meeting, by letter, by email how to attend if disabled if decisions can be appealed who to contact for more information.",English,483,79
He devoted some six or seven of the document's pages to praising this devotion and explaining its place in the life of the followers of Christ.,English,143,26
Aga m amanite ọrụ dika onye ọkwọ ụgbọ enu echi,igbo,46,10
Igbo nwere ihe oriri nke ha dị ka ogiri na ụda.,igbo,47,11
Ya tsinci wata jaka a wurin buɗe ido na Yankari.,hausa,48,10
"Then, after World War II, the Korean peninsula was the setting for a brutal Cold War proxy conflict, with Russia and China fighting the USA, UK and others.",English,155,28
Ọchicha na-agabiga metamọfọsis na-ezughị ezu,igbo,44,5
"Nne Oge ji ma azụ, ji, ụzịza were bịa ile ya ọmụgwọ.",igbo,52,12
"Akwụkwọ nri e nwere gụnyere ụgụ, ụgbọgụrụ, ụtazị, nchụanwụ, onugbu",igbo,66,10
Mo máa ní ilé tèmi,yoruba,18,5
"Thus Islamic art focused instead on the development of complex geometric patterns, illuminated texts and calligraphy.",English,117,16
Ụfọdụ obodo mere ememme ji ọhụrụ ha n'Ọgọọst na Septemba.,igbo,57,10
Wajen cin abinci na kan hanya.,hausa,30,6
Ị ga-anọ naanị gị n'ụlọ a ma ọ bụrụ na ị naghị etinye aka na ihe.,igbo,65,16
Onye famasi nyere m ọgwụ m ga-aṅụ,igbo,33,7
This strategy avoids 0.7 to 4.7 million annual premature deaths from outdoor air pollution and increases annual crop yields by 30 to 135 million metric tons due to ozone reductions in 2030 and beyond.,English,200,34
Kar a bar kyankyasar ta shiga gidan,hausa,35,7
Ògún jẹ́ òrìṣà ní ilé Yorùbá.,yoruba,29,6
Gbogbo àwọn ọkọ̀ ojú omi ló máa ń fẹ́ àsìá ibi tí wón ti wá.,yoruba,60,15
Kedụ etu I si mata maka soshal midia?,igbo,37,8
Wọ́n ma ń rẹ́ẹ̀rín lọ́pọ̀lọpọ̀.,yoruba,31,5
Gluten intake did not lead to weight gain in people under age 65.,English,65,13
"Sibelius does not use the SMuFL standard, instead relying on a suite of fonts to generate music notation.",English,105,18
Ana amfani da takardar tsarin abinci a gidajen abinci.,hausa,54,9
In 1991 the EBRD was organized to financially lead Russia and Eastern Europe in their transition from paternalistic socialism to sustainable free-market economies open to international investment.,English,196,27
A wace ƙasa jirgin zai sauka?,hausa,29,6
"Some believe 1,000 people have already died from their exposure to contaminants, and the Reuters news agency reported 20,000 ground zero workers are being treated for various related health conditions and 40,000 are being monitored.",English,232,35
Nke ahụ bụ iwu. Nga e jeriri gbaa ọgwụ mgbochi echi.,igbo,56,11
Mgbaàmà ọrịa shuga gụnyere ụbara akpịrị ịkpọ nkụ na agụụ.,igbo,57,10
ƴan ta'adda zasu zo su hargitsa wurin zaɓen,hausa,43,8
Ụzọ kachasị mma ighe dayetị bụ iji paan eghe ya.,igbo,48,10
Mayoníìsì jẹ́ ohun èlò oúnjẹ tí a máa fi ń pèsè oríṣiríṣi oúnjẹ ilẹ̀ òkèèrè bí sàládi,yoruba,85,17
Bello da dan shi sun je masalaci suyi sallar juma'a,hausa,51,10
"Most scientists, being scientific skeptics, test the reliability of certain kinds of claims by subjecting them to a systematic investigation using some form of the scientific method.",English,182,27
Naijiria na-eme ọchịchị onye kwuo uche ya,igbo,41,7
"Ee, aga m ata ọka dị ụtọ.",igbo,25,7
A na-enweta dadrọf n'isi.,igbo,25,4
Mai gate ya bude wa iyayen daliban.,hausa,35,7
Kripto ka nwere ike ịdị mkpa n'ọdịnihu.,igbo,39,7
Ọtụtụ ihe egwuregwu kọmputa ka a ga-apụta n'ọ dị n'irụ.,igbo,55,10
Ka siyo mana lemon buta tar,hausa,27,6
Mota tAnada kafa hudu,hausa,21,4
"Amaka kwuru, ""gbanyere m lita mmanụ petrolu asaa""!",igbo,50,8
An shigo da wasu sabbin motoci ta jirgin ruwa.,hausa,46,9
Ma fi àwọn ìwé kan ránsẹ́ sí ọ,yoruba,30,8
Echi ka m ga-eje nata ogwu isi owuwa na-awa nwa m,igbo,49,11
Ọ̀gá ra àwọn AC titun wà sí ọ́fìsì ní ọ̀sán yìí.,yoruba,48,11
"Ụgbọ mmiri na-ebu ngwongwo ndị m bubata, mikpuru",igbo,48,8
Nyefee ndekọ ego na tebụl onye njikwa echi!,igbo,43,8
Ọlá wọ ọmọ Èkó ní Ojì-dín-lẹ́gbẹ̀ta náírà,yoruba,41,7
This will be done in partnership with the local health service and with other organisations providing services which help householders reduce the cost of keeping warm.,English,167,26
Ibu gị agaghị akarị keeji iri abụọ ma ọ bụrụ na njem gị bụ lokaalụ,igbo,66,15
Nne na nna m ka na-agụ egwu ọdịnala ugbu a,igbo,42,10
Dodonni sunyi rawa a bikin al'ada na noman doya.,hausa,48,9
"Mississippi's governor declared a state of emergency in seven counties on or near the coast, saying the storm is expected to cause tremendous flooding.",English,151,24
"Nutritional habits were discussed, ideal weight was calculated and short- and long-term goals were set.",English,103,15
Remotii náà wà fún dekoda náà.,yoruba,30,6
Learn how to import files from Illustrator and Photoshop and bring them to life in both 2D and 3D environments inside After Effects.,English,132,23
"In order to simplify what have been seen as complicated and difficult processes, we have broken down the barriers between departments.",English,134,21
Za a ci gaba da amfani da mayones kafin a sami madadinsa.,hausa,57,12
"Since there are no school nurses on the Navajo reservation, it gave the students many new insights into the value of school nursing.",English,132,23
"The importance of avian egg coloration for crypsis, once accepted as a general principle Wallace 1890, Cott 1940, von Haartman 1957, Harrison 1968, has recently been questioned because tests of this hypothesis have often failed to support a role for egg coloration in deterring predation.",English,290,45
Ọtụtụ anwụnta dị ebe a.,igbo,23,5
"E, na gasa kazar",hausa,16,4
Eṣinṣin kó wọlé làárọ̀,yoruba,22,4
"A negative voltage has the opposite effect the vacancies are attracted upward and back out of the TiO 2 , and thus the thickness of the TiO 2 layer increases and the device turns off.",English,184,35
Zuciyarsa na bugawa.,hausa,20,3
Menene ma'anar al'adu na waɗannan al'adun qaddamarwa?,hausa,53,7
Ana wa mata kaciya ne don rage sha'awa,hausa,38,8
O ji shọvel na-abịa,igbo,19,4
An shirya gadon jaririn kuma ya shirya zuwan jariri.,hausa,52,9
The emphasis should be on exchanging views and information.,English,59,9
Chịdịmma Ekile na-agụbu égwú ụwa chegharịrị gụbazie égwú ụ́kà .,igbo,63,10
"A'a,ban sarari sabuwar waƙar Mahmud ba.",hausa,39,6
Kawo min ma'aunin.,hausa,18,3
Ƙididdiga na zamantakewa sune ka'idoji da imani waɗanda al'umma ke riƙe dasu.,hausa,77,12
"Bẹẹni, Mo n tẹ awọn iwe aṣẹ naa jáde",yoruba,36,9
Ṣe o le túmọ̀ ohun ti o sọ ni èdè Gẹẹsi?,yoruba,40,11
Iya-nla rẹ tan o jẹ nipa sisọ pe oun yoo dara julọ pẹlu gige irun ori fifa kodoro,yoruba,81,18
zan soya Aya anjima,hausa,19,4
"Yàtọ̀ sí èdè gẹ̀ẹ́sì, nínú orílẹ̀-èdè Nàìjíríyà wọ́n sọ àwọn èdè tó lé ní igba",yoruba,78,15
"These proteins include plasma prothrombin coagulation factor II and the plasma procoagulants, factors VII, IX, and X.",English,119,17
"This type of plug is designed to fit and cover the end of a tube to protect the components inside the tube, prevent any unwanted debris from entering, enhance the overall look, and of course, to ensure the tube is safe and the end is covered.",English,242,46
They could send voters phishing emails to trick them into revealing their voting credentials -- or simply trick them into thinking they've cast a vote when they haven't.,English,169,28
The right to understand the very dramatic ways in which nurturing in the first three years of life can affect a child's personality and brain development is one right many people forget that adopted children should have.,English,220,37
Karku ajiye motocinku a gaban hanyar shiga!,hausa,43,7
"Take, for example, brains and intellect.",English,40,6
Tí a bá dé ọjà oríṣiríṣi èso ní a lè bá pàdé.,yoruba,45,12
Ìjọba ológun ti fagilé ìyànsípò.,yoruba,39,5
Ị zụtara ọkụkọ e ghere eghe?,igbo,28,6
Ka kamu da zazzabin cizon sauro ne?,hausa,35,7
Creating a chemical free playroom or kid's room for your child can be easy and fun when you have the right resources.,English,117,22
Azụtala m plọgụ ọhụrụ.,igbo,22,4
Ị zụtara indọmii?,igbo,17,3
Wọ́n ká Kurt Zuoma lórí kámẹ́rà nígbà tí ó ń fọ́ olóńgbò rẹ̀ létí.,yoruba,66,14
"Eh, an sanyaya dakin da na'urar sanyaya iska.",hausa,45,8
"Based on a single point estimate, there are nearly 1.2 million people living with HIVAIDS in Ethiopia.",English,103,17
Ẹja isura nílò atẹgun kó má bà bàjẹ́.,yoruba,37,8
Curriculum design is hard.,English,26,4
"November 10, 1905  August 19, 1942.",English,36,7
"It was characterised by pain and tenderness of the limbs, haemorrhages, and swellings of the gums.",English,98,16
"Ebe e nwere onye ekwurekwu, onye na-eme ya okwu nọkwa ebe ahụ.",igbo,62,12
Ohun èlò oníná ti wà fún iyán gígún,yoruba,35,8
These are the people who hold a heartfelt belief and understanding that the colonists most improbable bid for independence and the crafting of our Constitution represent the birthpoints of the greatest hope for freedom in all human history.,English,240,38
Ndi firilansasi bụ ọkachamara na-arụ ọrụ onwe ya.,igbo,49,8
Óṣù mètá tó kéyìn jè ipélé ikètá ninú àsikó óyùn,yoruba,48,10
Kedu obodo ị gara na ikpeazụ?,igbo,29,6
Ye fi í amúga jẹ òkèlè! Baba mí kí lọ fún mi.,yoruba,45,12
John ra awọn tabulẹti panadol meji fun orififo rẹ,yoruba,49,9
"Some pruning or weaving is required to maintain the shape of most projects but this can be an enjoyable exercise, especially for children.",English,138,23
Wasu mutane suna gini don kawai su sayar.,hausa,41,8
Christian theology has never been constructed on the basis of 'experience.',English,75,11
Ẹ̀rọ amúlétutù máa ń wà ní yàrá ìgbàlejò.,yoruba,53,8
Ụlọ akwụkwọ praịmarị ga-adị mkpa ruo echi.,igbo,42,7
The rail lines that followed spelled the end of Gravesend's more bucolic years.,English,79,13
mgbe a tọhapụrụ ya n'ụlọ mkpọrọ ọ ga-amụta ịba uru,igbo,50,10
Ṣé o ti ń gbáradì fún ìdánwò rẹ?,yoruba,32,8
Sin ɗin ya ba su tausayi.,hausa,25,6
Hauwa ta kwashe miki shinkafar da kika shanya a rana.,hausa,53,10
Ndị otu na-ahazi nnọkọ iji kesaa ndị mmadụ echiche ha,igbo,53,10
Ọ ga-esite n'ahịa ihe owuwu ụlọ bute ájá n'ụbọchị Tọzdee.,igbo,57,10
Shin kun mika aikinku ga malaminku?,hausa,35,6
o ye ki o mọ eroja isiewu Títí ọsẹ ti nbọ,yoruba,41,11
A na-eji emgly kwụsị stool,igbo,26,5
Ọdachi anaghị adịkarị na njem ụgbọ elu,igbo,38,7
Za mu zo muje rigakafi na sati daya.,hausa,36,8
"Arguing that subjectivity can and should encompass pain moves us towards a fuller understanding of embodied subjectivity in general and it certainly produces a deeper understanding of agency, embodiment and subjectivity in childbirth.",English,234,33
Kọ́lẹ́ẹ̀jì ẹ̀kọ́ ń pèsè ìdánilẹ́kọ̀ọ́ fún àwọn olùkọ́,yoruba,53,8
Eh na taho da shebur.,hausa,21,5
The sustainable manufacturing transformation will alter value chains into more complex and interconnected industrial ecosystems.,English,128,15
Ṣé o gbádùn ìgbé ayé àdúgbò?,yoruba,28,6
We have already seen the fruits of this new climate between East and West.,English,74,14
"Bẹ́ẹ̀ni, mo ti wà lábẹ́ ìjọba alágbádá rí",yoruba,41,8
"Lindsey Frick, Associate Editor for MachineDesign.com, found information from the Bureau of Labor Statistics which projects a need for 17,830 additional engineers each year for the next 10 years.",English,195,29
Ị ga-enweta stabilaịza maka ngwa nju oyi friza,igbo,46,8
Ìsọwọ́ṣerun ti ọkùnrin yàtọ̀ sí ti obìrin,yoruba,51,7
Ibùgbé àwọn akẹ́kọ̀ọ́ wà ní ìmọ̀tótó,yoruba,36,6
Kóńgò tí a ní kéré.,yoruba,19,5
Mọ́sà náà ni a mọ̀ sí ìpékeré ní ìlú mìíràn,yoruba,43,10
Inú ilé-ìwẹ̀ ni a ti lè bá ọṣẹ pàdé,yoruba,42,9
Potentially help others.,English,24,3
Àwọn ìpele ọjọ́ orí tọ́jú ìṣọ̀kan ní àwọn àkókò ìṣáájú.,yoruba,55,10
"They thus become the prime source for the Peoples' Liberation Army's lucrative live organ transplant trade more than 40,000 additional unexplained transplants have been recorded recently in China since 2001.",English,208,30
A na-akpọ ehi amụrụ ọhụrụ nwa nwa ehi.,igbo,43,8
Ana shuka kafet giras don kwalliya.,hausa,35,6
"If man has one, man must either acknowledge or deny the other.",English,62,12
Ofisoshin malamai ba su kai na hedimasta kyau ba.,hausa,49,9
Tegzail nile mara mma,igbo,21,4
Mo má se oun kan ti yio ma sisẹ,yoruba,31,9
Obè Banga ni Ada bẹrẹ.,yoruba,22,5
Tani o gba ibi ilé idana ounjẹ?,yoruba,31,7
"The detonating of the phenomenon are the oil crises of 1973 and 1979 and the financial policies impelled by the United States from the beginnings of the 70s, that imply the revision of the Bretton Wood agreement which has to do with the gold standard and its replacement by the dollar standard, the free floatation of interest rates and the kinds of exchange, the free circulation of capitals and the separation between the financial flows and the commercial flows between countries.",English,483,81
Ị na-eso m na Twita?,igbo,20,5
Itacen kwakwa na samar da kwakwa.,hausa,33,6
Àwọn olùwòran máa ìwé ìwọlé láti wo eré náà.,yoruba,56,9
Ị ga-erube isi na oku mkpu?,igbo,27,6
"Ee, ahụrụ m onye na-edeba aha.",igbo,30,6
Da soso yawanci mutane ke wanka,hausa,31,6
Awọn irọri marun wa ni yara Aremu,yoruba,33,7
Kana sauraron waƙar Aminu Ala ne?,hausa,33,6
Àwọn méje ni wọ́n fẹ wọ ẹgbẹ́ eégún.,yoruba,40,8
Ụlọ Ikpe ka a na-akpọ kọt.,igbo,26,6
ẹyà Èṣó wọ ló wá ?,yoruba,20,6
An bude ƙaramar shagon gyaran gashi a anguwan mu shekarar jiya.,hausa,63,11
Ụmụ akwụkwọ gara mmemme ncheta ụbọchị nwere onwe Naịjiriịa ụnyaahụ.,igbo,67,10
"NIH has issued funding opportunity announcements for additional research on how music can affect brain development, improve treatment for people with certain health conditions, and enhance quality of life for people as they age.",English,228,34
Mo máa ni ri dokita ni gbogbo ọjọ ajé.,yoruba,38,9
"Was He to enter into the temptation, that is to say, to yield to a will of His own, even by desiring to escape death and the cup of judgment, or to find an occasion of obedience, instead of sparing Himself?",English,206,41
Aga m elele n'ọba m maka nnukwu ji,igbo,34,8
"As long ago as 1966, Pit Corder warned that 'the use of mechanical aids in the classroom is justified only if they can do something which the teacher unaided cannot do, or can do less effectively' 1966, p. 69.",English,211,39
"Bẹẹni, Ìyàrá kan ni mo gbà ní ilé-ìwé.",yoruba,38,8
Nọrọ na ahịrị ma ọ bụ pụọ!,igbo,26,7
Gwamnatin tarayyar Najeriya ba za ta iya shigo da motar lantarki ba saboda rashin kwanciyar hankali da suke da shi,hausa,114,20
Anyị ga-eme oriri agbamakwụkwọ m na ogige omenala,igbo,49,8
Ṣé o ní áfúró?,yoruba,14,4
Udenwa ji jigsọ ahụ chaa nha ọnụ tebụl ahụ.,igbo,43,9
"Mba, nzukọ anyị ọzọ bụ echi",igbo,27,6
"Dịka dọkịta si kwuo, a ga-eduzi x-ray iji chọpụta ma ọkpụkpụ ọ bụla agbaji",igbo,74,14
Businesses are encouraged to utilize existing programs or to contact private waste management contractors to see what their options are for recycling services.,English,159,23
Babban kantin Sahad sun yi sanarwa cewa ba za su buɗe ba wannan lahadin,hausa,71,14
Bẹ́ẹ̀ni mo mọ orúkọ wáìnì kan tí ń jẹ́ Red lebel,yoruba,48,11
"While it might be too soon to say farmers are in a crisis situation due to the current dry spell of weather, they are certainly in a very difficult position.",English,157,30
Ọ nwụrụ ebe ọ na amụ nnwa.,igbo,31,7
"Actions speak louder than words, as they say.",English,45,8
What this means is that a more powerful muscular contraction can be achieved if that contraction is preceded by a strong muscular contraction.,English,142,23
"Me ya sa baka tsaya ba, da ka gan ni ɗazu?",hausa,42,11
Ibi ìṣeré ti ọgba jẹ́ Ìdíkọ̀ tí òdòdó pò sí àti ewé,yoruba,51,12
"Mba, abụghị m laịbrị prịfekt",igbo,28,5
"During the year, your heating system accumulates dirt and dust buildup which makes it less efficient and costs you additional money in power bills.",English,147,24
The employees were selected only on the criterion that their noise exposures were reasonably well known.,English,104,16
Na saya lemu daga kasuwar ƴan lemu yau,hausa,38,8
"From the outset, applicants should be aware that the U.S. government views granting a visa as a privilege, not a right.",English,119,21
Ogun àwítẹ́lẹ̀ kìí pa arọ tó bá gbọ́n.,yoruba,38,8
Ndị ọrụ ụlọ nkwakọba ghọsịrịrị ibu wee dọbachaa ya ebe o ga-adị,igbo,63,12
Na gargade shi 'Kada kayi wasa da kwantena!',hausa,44,8
Mutum na iya rayuwa da ciwon kanjamau,hausa,37,7
Olú ń gbèrò láti lọ sí àpéjọ ìpàdé Ìsìlámù.,yoruba,43,9
"An X 17.2 flare, the second largest flare observed by SOHO, was setting off a strong high energy proton event and a fast-moving Coronal Mass Ejection CME.",English,156,27
Wà á ra epo rọ̀bì fún mi láìpẹ́!,yoruba,32,8
Ina son karatan ilmin halitta a jami'a,hausa,38,7
Béèni Tade wá ní ègbé éégun eyọ .,yoruba,33,8
E kwekwara ka agwọ tụọ gị.,igbo,26,6
That's where innovation comes from.,English,35,5
Gidan bayin' da ke dakin kwanan dalibain mata na da datti sosai.,hausa,64,12
Ke yar wacce jam'iyya ce?,hausa,25,5
Dọkịta nyere m ọgwụ nje ọgwụ n'ụtụtụ a.,igbo,39,8
Aga m ata ọtụtụ anụ ọkụkọ n'ekeresimesi a.,igbo,42,8
Manoma suke ciyar da kasa,hausa,25,5
"The first are diphthongs that descend from earlier long vowels, and the second are the same as the equivalent short vowel but pronounced long.",English,142,24
John da budurwarsa na so su sadu da juna a dakin otel gobe.,hausa,59,13
Ahmad yana so ya karanci Shari'ar Muslunci.,hausa,43,7
Ile naa n jóná báyìí.,yoruba,21,5
Mo lọ sí irin-ajo àkíyèsí ogún nígbàtí mó wà ní ilẹ̀-ẹ̀kọ̀ gígà,yoruba,63,12
Emphasis on integrating creative experiences within core subjects to create developmentally appropriate experiences.,English,116,13
Wọ́n ti yọ àwọn ohun tó so iná pọ̀ nínu yàrá mi níná,yoruba,52,13
"Kunle ki baba mi ku aro kuku aaro o, nigba to de",yoruba,48,12
Za mu yi noman masara da yawa,hausa,29,7
Nafi son abarba a cikin dukan ƴaƴan itace amma yana siga sosai,hausa,62,12
Jáàkì tí mo rà lánàá wà lọ́wọ Tolú.,yoruba,35,8
Balarabe zai yanka kazar.,hausa,25,4
Wacece sabuwar shugaban ɗalibai na mace?,hausa,40,6
Empire is the model.,English,20,4
Oge nke atọ nke nwanyị dị ime mere ka di ya na-azụta ihe nwa,igbo,60,14
Buɗe mana kofar shiga wurin shaƙatawar.,hausa,39,6
"Labarun yaudara suna nuna hazaka masu hankali, kamar yadda Anansi gizo-gizo, masu amfani da wayo don yaudarar wasu.",hausa,115,18
Afọmọlọ́mọ ṣẹ́ṣó ni ẹjó ikú tọ́ sí,yoruba,34,7
An kai Fatima ɗakin shan magana saboda tana amai,hausa,48,9
Tarakta yana taimakawa manoma waje saukaka aikin noma.,hausa,54,8
"Principal Component analysis uses functions, which account for almost all the variability in the data set to look for patterns in the data.",English,139,23
Ku tafi masallaci domin yin sallar Juma'a.,hausa,42,7
"The other, led by Guo-li Ming and Hongjun Song of Johns Hopkins School of Medicine highlights an interaction between DISC1 and a protein called FEZ1 in regulating dendrite growth of newborn neurons in the adult brain, and finds evidence that the genes encoding these proteins interact to increase risk for schizophrenia in humans.",English,330,53
Na haihu yau da safe.,hausa,21,5
Abacha da matata ta yi yayi dadi sosai,hausa,38,8
"Omi ló tán lẹ́yìn ẹja, tí ẹja fi di èrò ìṣasùn",yoruba,46,11
Ndị kọmáshá bankị Na-enye ATM káádi ka ndị ụlọ akụ ndị ọ̀zọ,igbo,59,12
"The study, carried out by French scientific research institute CRIIGEN on the results of rat feeding trials using a GE maize made by biotech firm Monsanto, highlights 60 significant differences between the rats that were fed the GE maize and those fed normal maize all for 90 days.",English,283,48
Bureau-de-Chanjí jẹ ètò yíyí owó pàdà tó gbàjúmọ̀ júlọ̀.,yoruba,57,9
"GeM was conceived as an open, transparent, efficient and inclusive platform providing savings to the government in its procurement activities.",English,142,20
An buɗe wa wani gari sabon babban kantin sayar da kayayyaki.,hausa,60,11
"Noma tushen arziki ne, misali kasar Sin tafi kowa samar da shinkafa",hausa,67,12
Obinna na-ezube ịzụta ọvarọọr ọhụrụ ya.,igbo,39,6
"In general, it's best to prevent such problems by protecting paint - especially water-based latex paints - from freezing temperatures.",English,134,20
"bẹ́ẹ̀ni, wọ́n ṣe ẹ̀wà nígbà tí wọ́n ń ṣe orò ìbejì.",yoruba,51,11
Pampas bụ ihe ndị ugbu a ji awa nwa bụ ewepu atufoo,igbo,51,12
Abokina Marka an rada mata sunan kakarta wacce matar sarki ce,hausa,61,11
Onye na-anya ụgbọala ahụ nwụrụ n'otu ntabianya n'ihe mberede ahụ.,igbo,65,10
Sufurin jirgin sama shine mafi tsadar hanyar sufuri.,hausa,52,8
"Ní ọdún 2020, gbogbo ènìyàn jókòó sílé tipátipá nítorí àrùn Kòrónà",yoruba,66,11
Ụzọ isi nri na-enye ebumnuche nke ịgbanwe ngwa nri ka ọ bụrụ efere oriri.,igbo,73,14
"Tí o bá fọ́ ọpọ́n mi, o máa ní láti ra ìmí, kí o mọ̀ wípé ówọ́n.",yoruba,64,17
Ndị ọrụ ikpe buru ibu n'obodo anyị,igbo,34,7
"Maka nha, ""Àkwà"" bụ otu ụkwụ.",igbo,29,6
O meela ihe karịrị narị awa asatọ na iri asatọ nke oge ọrụ ya.,igbo,62,14
"In Jewish prophecy and theology the promised Christ was also the Son of Godthat is, He was to be a divine person.",English,114,22
"Hence the exact first thing that you need to do is Carefully pick the dissertation topic, that what you need to discuss and also how are you going to complicated your dissertation theme.",English,186,33
The air pressure over the sea is higher and thus the air moves towards the land as sea breeze.,English,94,19
Nnwa ahụ epubeghị eze.,igbo,22,4
"One of Chen's team members, biophysicist Moon Kim, brought his expertise in remote sensing of vegetation to ARS from the National Aeronautics and Space Administration.",English,167,25
Onye nkuzi anyị na-ahụ maka ahụike na-abụbu nwoke.,igbo,50,8
Me ya sa kuran ke kwara mana kallo?,hausa,35,8
Everyone has to join in to make a living and contribute to society.,English,67,13
E meriri ndị ogologo na-ọgụ ahụ na ngwụcha,igbo,42,8
Mu adalu Ekere bayi!,yoruba,20,4
A họpụtara onye na-achi Steeti Abia ugbụa bụ Dr. Alex Otti n'afọ puku abụọ na iri abụọ na atọ.,igbo,94,19
Pa iná ọkọ̀ rẹ!,yoruba,15,4
Echefuru m ịchịta uwe myịrịmara m n'ebe isa uwe.,igbo,48,9
And how can school staff best support immigrant students' academic and personal success?,English,88,13
